CustomerKey,GeographyKey,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
14048,32,M,M,60000,1,0,Bachelors,Professional,1,1,0-1 Miles,Pacific,53,1
14049,23,M,F,60000,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,53,1
14050,28,S,M,100000,0,0,Graduate Degree,Management,0,1,0-1 Miles,Pacific,49,1
14051,31,S,M,100000,0,0,Bachelors,Professional,1,1,2-5 Miles,Pacific,49,1
14052,26,S,M,110000,0,0,Graduate Degree,Management,1,2,1-2 Miles,Pacific,49,0
14053,17,S,F,110000,0,0,Graduate Degree,Management,0,2,0-1 Miles,Pacific,48,0
14054,40,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,0
14055,14,M,M,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,55,1
14056,32,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,0
14057,11,M,M,90000,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,55,0
14058,20,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,50,1
14059,35,M,M,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,49,0
14060,35,M,M,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,49,0
14061,17,M,F,80000,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,50,0
14062,25,S,F,70000,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,51,1
14063,8,S,F,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,51,1
14064,27,S,F,70000,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,51,1
14065,23,S,M,70000,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,52,1
14066,34,S,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,52,1
14067,35,S,M,70000,5,4,Bachelors,Professional,1,2,5-10 Miles,Pacific,53,0
14068,12,M,M,70000,5,4,Bachelors,Professional,1,2,0-1 Miles,Pacific,53,0
14069,12,M,F,70000,5,4,Bachelors,Professional,1,2,0-1 Miles,Pacific,53,0
14070,38,S,M,90000,2,0,Bachelors,Professional,1,1,2-5 Miles,Pacific,56,1
14071,26,S,M,90000,2,0,Bachelors,Management,0,1,5-10 Miles,Pacific,56,1
14072,21,M,M,80000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,58,0
14073,34,M,M,30000,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,80,0
14074,23,M,F,10000,2,1,High School,Skilled Manual,1,2,0-1 Miles,Pacific,66,0
14075,331,S,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,38,0
14076,536,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,0
14077,62,S,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,0
14078,50,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,1
14079,53,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
14080,536,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,1
14081,348,M,F,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,1
14082,536,S,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,35,0
14083,623,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,34,1
14084,50,S,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,35,0
14085,618,M,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,35,0
14086,20,M,M,10000,5,0,High School,Skilled Manual,0,2,0-1 Miles,Pacific,69,0
14087,27,S,M,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,78,0
14088,553,S,F,30000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,37,1
14089,316,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,36,1
14090,314,M,F,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,37,0
14091,54,S,M,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,38,0
14092,609,S,M,30000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,37,0
14093,300,S,F,30000,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,38,0
14094,383,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,38,0
14095,343,M,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,1
14096,62,S,M,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,36,0
14097,607,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,0
14098,618,M,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,1
14099,13,M,M,40000,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,75,0
14100,39,M,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,74,0
14101,10,M,M,40000,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,73,1
14102,11,S,F,60000,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,73,1
14103,13,S,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,71,1
14104,315,S,F,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,39,1
14105,336,S,M,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,38,1
14106,348,S,F,40000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,39,1
14107,50,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,1
14108,54,S,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,1
14109,359,M,M,30000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,41,1
14110,52,S,M,60000,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,42,1
14111,546,S,M,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,42,0
14112,310,S,M,70000,0,0,Partial College,Skilled Manual,0,2,5-10 Miles,North America,42,1
14113,644,S,F,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,43,0
14114,312,M,F,70000,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,43,0
14115,539,S,F,80000,0,0,Bachelors,Management,0,1,1-2 Miles,North America,43,1
14116,638,S,F,80000,0,0,Bachelors,Management,0,1,0-1 Miles,North America,47,1
14117,648,S,F,80000,0,0,Bachelors,Management,0,1,1-2 Miles,North America,46,1
14118,62,S,F,100000,1,0,Bachelors,Management,1,2,1-2 Miles,North America,48,1
14119,52,S,F,110000,0,1,Graduate Degree,Management,1,1,10+ Miles,North America,48,0
14120,299,M,F,120000,0,1,Bachelors,Management,1,2,1-2 Miles,North America,48,1
14121,611,S,M,130000,0,0,Graduate Degree,Management,0,2,0-1 Miles,North America,48,1
14122,337,M,F,80000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,73,0
14123,22,M,M,10000,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,35,0
14124,4,M,M,10000,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,35,0
14125,29,S,M,10000,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,37,1
14126,39,M,M,10000,0,0,Partial College,Manual,0,1,1-2 Miles,Pacific,36,0
14127,21,M,F,10000,0,0,High School,Manual,1,2,0-1 Miles,Pacific,39,1
14128,26,S,M,10000,1,1,High School,Manual,0,0,1-2 Miles,Pacific,36,1
14129,15,M,F,20000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,35,1
14130,7,M,F,20000,0,0,Bachelors,Clerical,0,0,0-1 Miles,Pacific,36,1
14131,2,M,M,20000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,37,1
14132,39,S,M,10000,1,1,High School,Manual,0,0,1-2 Miles,Pacific,38,1
14133,25,S,M,20000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,37,1
14134,28,S,F,20000,0,0,Partial College,Manual,0,0,0-1 Miles,Pacific,38,1
14135,188,M,M,20000,1,0,Partial College,Manual,1,0,1-2 Miles,Europe,72,0
14136,223,M,M,20000,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,72,0
14137,155,M,F,20000,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,71,1
14138,133,S,M,20000,2,0,Partial College,Manual,1,1,1-2 Miles,Europe,71,1
14139,168,M,F,30000,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,54,1
14140,160,M,F,30000,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,54,1
14141,190,S,F,10000,1,1,High School,Manual,0,1,1-2 Miles,Europe,55,1
14142,154,M,M,10000,1,1,High School,Manual,1,1,2-5 Miles,Europe,54,0
14143,246,S,F,20000,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,55,0
14144,226,M,M,10000,1,1,High School,Manual,1,1,2-5 Miles,Europe,55,0
14145,197,S,M,10000,1,1,High School,Manual,0,1,1-2 Miles,Europe,56,0
14146,238,M,F,20000,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,56,1
14147,155,M,M,30000,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,57,1
14148,133,M,M,30000,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,57,1
14149,121,M,M,30000,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,54,1
14150,243,M,M,30000,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,56,1
14151,188,S,F,10000,2,2,High School,Manual,1,0,0-1 Miles,Europe,44,0
14152,190,S,M,20000,0,0,Partial College,Manual,0,1,2-5 Miles,Europe,45,0
14153,120,S,M,20000,0,0,Partial College,Manual,0,1,2-5 Miles,Europe,44,0
14154,213,M,M,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,44,1
14155,261,M,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,45,1
14156,253,S,M,20000,0,0,Partial College,Manual,0,1,0-1 Miles,Europe,46,0
14157,255,S,M,30000,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,46,1
14158,277,S,M,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
14159,233,S,M,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,45,1
14160,117,M,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
14161,115,S,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
14162,131,M,M,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,45,1
14163,153,M,F,40000,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,45,1
14164,130,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,45,1
14165,261,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,46,1
14166,208,M,F,10000,3,0,Bachelors,Clerical,0,2,0-1 Miles,Europe,92,0
14167,118,S,F,10000,3,0,Partial College,Manual,1,2,0-1 Miles,Europe,64,1
14168,207,M,M,20000,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,63,0
14169,208,S,F,10000,3,3,High School,Manual,1,0,0-1 Miles,Europe,47,1
14170,210,S,F,10000,3,3,High School,Manual,1,0,0-1 Miles,Europe,46,1
14171,118,S,F,90000,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,71,1
14172,247,S,F,130000,3,4,Bachelors,Management,0,4,0-1 Miles,Europe,71,0
14173,213,M,F,70000,5,1,High School,Professional,1,3,10+ Miles,Europe,70,0
14174,126,M,M,70000,5,1,High School,Professional,1,3,10+ Miles,Europe,70,0
14175,234,M,F,110000,3,4,Bachelors,Management,1,4,5-10 Miles,Europe,70,0
14176,220,M,F,80000,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,69,0
14177,186,M,M,80000,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,69,0
14178,192,S,F,90000,5,0,Partial College,Professional,0,2,10+ Miles,Europe,68,0
14179,156,S,F,100000,2,3,Bachelors,Management,1,4,10+ Miles,Europe,69,0
14180,117,M,M,100000,2,3,Bachelors,Management,1,4,10+ Miles,Europe,69,0
14181,131,M,F,100000,3,4,Bachelors,Management,1,0,10+ Miles,Europe,68,1
14182,145,M,M,110000,3,4,Partial College,Professional,1,4,10+ Miles,Europe,60,0
14183,260,S,F,130000,0,5,Partial College,Professional,0,3,0-1 Miles,Europe,61,1
14184,267,M,M,170000,0,5,Bachelors,Management,1,2,0-1 Miles,Europe,61,0
14185,211,S,M,80000,4,1,Partial College,Professional,1,2,10+ Miles,Europe,62,1
14186,192,M,F,80000,4,1,Partial College,Professional,1,2,10+ Miles,Europe,63,1
14187,132,M,M,100000,3,4,Partial College,Professional,1,4,2-5 Miles,Europe,62,0
14188,203,M,F,80000,4,1,High School,Professional,1,3,10+ Miles,Europe,63,0
14189,128,M,F,90000,4,1,High School,Professional,0,2,2-5 Miles,Europe,64,1
14190,159,M,F,90000,4,1,High School,Professional,1,3,2-5 Miles,Europe,64,0
14191,266,M,M,160000,4,5,Partial College,Professional,0,2,10+ Miles,Europe,64,1
14192,222,M,M,90000,4,1,High School,Management,1,3,5-10 Miles,Europe,65,1
14193,129,S,F,100000,3,4,Partial College,Management,1,4,10+ Miles,Europe,65,0
14194,245,M,F,120000,4,5,Partial College,Management,0,3,10+ Miles,Europe,65,0
14195,247,S,M,130000,4,5,High School,Management,0,3,0-1 Miles,Europe,65,1
14196,273,M,F,160000,3,5,Partial College,Management,0,3,10+ Miles,Europe,64,0
14197,156,M,M,100000,3,4,Partial College,Management,1,4,5-10 Miles,Europe,66,0
14198,132,M,F,110000,4,5,High School,Management,1,3,10+ Miles,Europe,65,1
14199,234,M,M,130000,4,5,High School,Management,1,4,0-1 Miles,Europe,66,0
14200,215,M,F,70000,5,1,Partial High School,Skilled Manual,1,4,5-10 Miles,Europe,66,1
14201,201,M,F,80000,5,1,High School,Management,1,4,10+ Miles,Europe,67,0
14202,174,S,M,90000,4,1,Partial High School,Skilled Manual,1,4,10+ Miles,Europe,67,0
14203,220,S,M,80000,5,0,High School,Management,1,2,10+ Miles,Europe,68,1
14204,205,M,F,80000,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,68,0
14205,218,S,M,90000,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,68,0
14206,133,M,M,100000,4,5,Partial High School,Professional,0,1,5-10 Miles,Europe,68,0
14207,134,M,M,110000,4,5,Partial High School,Professional,1,3,10+ Miles,Europe,67,1
14208,239,S,M,120000,5,5,High School,Management,1,4,10+ Miles,Europe,68,0
14209,5,M,M,60000,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,40,0
14210,38,M,F,80000,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,38,1
14211,23,S,F,70000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,40,1
14212,3,S,M,80000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,40,0
14213,9,M,F,80000,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,39,0
14214,7,S,F,90000,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,40,1
14215,28,S,F,90000,0,0,Bachelors,Professional,0,2,10+ Miles,Pacific,40,1
14216,37,S,M,70000,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,40,1
14217,2,S,M,80000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,41,0
14218,39,S,M,90000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,41,1
14219,12,S,F,90000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,40,1
14220,5,M,F,100000,0,5,High School,Management,1,2,10+ Miles,Pacific,41,1
14221,17,S,M,80000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,0
14222,3,S,F,80000,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,43,0
14223,31,M,M,80000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,0
14224,5,S,F,110000,0,5,Partial College,Management,1,3,10+ Miles,Pacific,41,1
14225,24,M,F,90000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,1
14226,6,S,F,90000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,1
14227,9,M,F,100000,0,5,High School,Management,1,3,10+ Miles,Pacific,42,0
14228,35,S,M,80000,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,44,0
14229,34,S,M,80000,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,44,0
14230,27,S,M,90000,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,44,1
14231,29,M,F,120000,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,43,0
14232,26,M,M,100000,0,5,High School,Management,1,3,10+ Miles,Pacific,44,0
14233,7,S,M,100000,0,5,High School,Management,1,3,10+ Miles,Pacific,44,0
14234,30,S,F,100000,0,5,High School,Management,1,4,10+ Miles,Pacific,45,1
14235,19,M,M,100000,0,5,Partial High School,Professional,0,4,10+ Miles,Pacific,45,1
14236,35,M,F,110000,0,5,High School,Management,1,4,10+ Miles,Pacific,44,1
14237,28,M,F,120000,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,45,0
14238,19,M,M,120000,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,45,1
14239,334,M,F,70000,5,0,Bachelors,Management,1,2,10+ Miles,North America,74,1
14240,623,M,F,80000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,74,1
14241,312,M,F,110000,2,4,Graduate Degree,Management,1,1,2-5 Miles,North America,73,0
14242,611,M,M,70000,5,0,Bachelors,Management,1,2,1-2 Miles,North America,73,1
14243,546,S,F,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,73,0
14244,53,M,F,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,73,0
14245,553,M,F,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,72,0
14246,325,S,M,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,73,0
14247,641,M,M,90000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,73,0
14248,298,M,F,100000,2,3,Graduate Degree,Management,1,3,5-10 Miles,North America,73,0
14249,343,M,M,110000,2,4,Graduate Degree,Management,1,2,5-10 Miles,North America,73,0
14250,311,S,M,130000,2,3,Bachelors,Management,0,4,0-1 Miles,North America,73,0
14251,368,M,M,170000,2,3,Graduate Degree,Management,1,2,5-10 Miles,North America,73,0
14252,547,M,F,100000,2,3,Graduate Degree,Management,1,3,1-2 Miles,North America,72,0
14253,301,S,M,110000,2,4,Bachelors,Management,1,2,5-10 Miles,North America,71,1
14254,298,M,F,110000,2,4,Bachelors,Management,0,2,5-10 Miles,North America,72,0
14255,614,S,M,110000,2,4,Bachelors,Management,1,3,5-10 Miles,North America,72,1
14256,626,S,F,170000,2,3,Graduate Degree,Management,0,2,0-1 Miles,North America,72,1
14257,343,M,M,170000,2,3,Graduate Degree,Management,1,2,0-1 Miles,North America,72,0
14258,358,S,F,70000,4,0,Bachelors,Management,1,2,10+ Miles,North America,71,0
14259,36,S,M,40000,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,62,1
14260,40,S,M,40000,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
14261,14,S,F,70000,2,0,Graduate Degree,Management,1,2,5-10 Miles,Pacific,62,1
14262,13,M,M,70000,2,0,Graduate Degree,Management,1,2,1-2 Miles,Pacific,61,1
14263,15,S,F,80000,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,61,1
14264,37,S,M,80000,2,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,61,1
14265,63,S,M,30000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,40,0
14266,609,M,M,30000,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,40,0
14267,539,S,F,30000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,39,1
14268,300,S,F,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,40,1
14269,300,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,39,0
14270,331,S,M,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,40,1
14271,641,M,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,41,0
14272,633,S,F,30000,0,0,High School,Skilled Manual,0,2,1-2 Miles,North America,41,1
14273,361,S,M,60000,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,42,0
14274,62,M,M,60000,0,0,Partial College,Professional,1,2,5-10 Miles,North America,39,0
14275,29,S,M,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,60,1
14276,27,S,F,80000,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,60,1
14277,26,S,M,70000,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,59,1
14278,35,M,F,130000,0,1,Graduate Degree,Management,1,1,10+ Miles,Pacific,57,0
14279,40,M,F,130000,0,1,Graduate Degree,Management,1,2,0-1 Miles,Pacific,57,1
14280,611,S,M,80000,0,0,Bachelors,Management,0,1,2-5 Miles,North America,42,0
14281,68,S,M,80000,0,0,Bachelors,Management,0,1,0-1 Miles,North America,42,1
14282,55,S,F,30000,0,0,High School,Professional,1,2,5-10 Miles,North America,41,0
14283,542,S,M,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,40,1
14284,638,S,M,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,41,1
14285,302,S,F,60000,0,0,Partial College,Professional,0,2,1-2 Miles,North America,40,1
14286,10,M,F,120000,1,2,Bachelors,Management,1,3,2-5 Miles,Pacific,56,1
14287,13,S,M,150000,0,0,Graduate Degree,Management,1,1,0-1 Miles,Pacific,56,1
14288,316,S,F,130000,0,1,Graduate Degree,Management,0,3,0-1 Miles,North America,49,1
14289,368,S,F,150000,0,0,Bachelors,Management,0,2,0-1 Miles,North America,49,1
14290,539,S,M,70000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,58,1
14291,59,S,M,70000,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,58,0
14292,311,S,F,70000,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,57,1
14293,314,M,M,60000,2,0,High School,Professional,0,2,5-10 Miles,North America,58,0
14294,316,M,M,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,57,0
14295,383,S,F,60000,2,0,High School,Professional,1,2,5-10 Miles,North America,58,0
14296,536,M,M,60000,2,0,High School,Professional,0,2,1-2 Miles,North America,58,0
14297,298,M,F,70000,3,2,Partial College,Professional,1,0,5-10 Miles,North America,58,1
14298,338,M,F,70000,3,2,Partial College,Professional,1,0,5-10 Miles,North America,58,1
14299,4,M,M,90000,2,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,48,1
14300,37,S,M,90000,4,4,Bachelors,Professional,1,0,1-2 Miles,Pacific,48,1
14301,13,M,M,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,53,1
14302,20,S,F,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,53,1
14303,13,M,F,60000,1,0,Bachelors,Professional,1,1,0-1 Miles,Pacific,53,1
14304,35,M,F,60000,1,0,Bachelors,Professional,1,1,0-1 Miles,Pacific,53,1
14305,4,M,M,60000,1,0,Bachelors,Professional,1,1,0-1 Miles,Pacific,53,1
14306,31,M,M,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,54,1
14307,3,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
14308,5,S,F,100000,0,0,Bachelors,Professional,0,1,2-5 Miles,Pacific,49,1
14309,30,S,M,110000,0,0,Graduate Degree,Management,0,2,1-2 Miles,Pacific,49,0
14310,14,S,M,110000,0,0,Graduate Degree,Management,0,2,0-1 Miles,Pacific,49,1
14311,18,S,M,110000,0,0,Graduate Degree,Management,0,3,1-2 Miles,Pacific,49,0
14312,21,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
14313,13,M,M,60000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
14314,31,M,F,80000,5,5,Bachelors,Professional,1,4,0-1 Miles,Pacific,50,0
14315,27,S,M,70000,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
14316,2,M,M,60000,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,53,1
14317,6,S,M,70000,5,4,Bachelors,Professional,1,2,5-10 Miles,Pacific,53,0
14318,26,M,M,70000,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,52,0
14319,40,M,F,70000,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,52,0
14320,30,M,F,70000,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,54,0
14321,39,M,M,80000,5,4,Bachelors,Professional,1,2,1-2 Miles,Pacific,56,0
14322,2,S,F,90000,2,0,Bachelors,Management,1,1,2-5 Miles,Pacific,57,1
14323,14,S,M,70000,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,57,1
14324,38,S,F,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,58,1
14325,35,S,F,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,58,1
14326,27,S,M,70000,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,58,1
14327,315,S,M,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
14328,64,S,F,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
14329,301,S,F,30000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,39,0
14330,66,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,38,1
14331,545,S,M,30000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,0
14332,54,S,F,30000,0,0,High School,Skilled Manual,0,2,5-10 Miles,North America,35,0
14333,611,S,M,30000,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,35,0
14334,644,M,M,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,35,1
14335,644,M,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,1
14336,536,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,1
14337,546,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,37,1
14338,49,M,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,37,1
14339,298,S,F,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,37,0
14340,548,S,F,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,38,0
14341,52,M,M,30000,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,35,0
14342,607,S,F,40000,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,36,1
14343,539,M,M,40000,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,36,1
14344,23,S,M,30000,2,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,75,0
14345,32,M,F,40000,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,75,1
14346,4,S,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,74,1
14347,7,S,F,40000,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,74,1
14348,13,M,M,60000,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,72,1
